hashtags,is_reply_to,likes,retweets,screen_name,text,timestamp,tweet_url,username,neg,neu,pos,compound
[],False,114683,18509,taylorswift13,"Because of you guys, this video broke the @vevo record and WE ARE NOT CALM.pic.twitter.com/4tXuFRtTyb",2019-04-28 21:04:30,/taylorswift13/status/1122607543971246080,Taylor Swift,0.167,0.833,0.0,-0.4215
[],False,78582,11317,taylorswift13,This is INCREDIBLE!!https://twitter.com/amazonmusic/status/1122192696502816768 …,2019-04-28 01:26:04,/taylorswift13/status/1122310982712397824,Taylor Swift,0.0,1.0,0.0,0.0
[],False,172841,33310,taylorswift13,"GUYS!! YOU DID THIS!!!! CANNOT STOP SMILING 
And I’m not trying to be loud but 65.2 million views... ?? and 6+5+2=.............https://twitter.com/youtubemusic/status/1122297524272939008 …",2019-04-28 01:07:14,/taylorswift13/status/1122306245313138688,Taylor Swift,0.14,0.792,0.068,-0.4261
[],False,105782,14518,taylorswift13," A huge thank you to the incredible dancers for making the video so magical and for keeping the secret for so long!!
http://taylorswift.lnk.to/MEtw pic.twitter.com/kTEti96aZH",2019-04-27 18:15:34,/taylorswift13/status/1122202643584122881,Taylor Swift,0.0,0.803,0.197,0.658
['MEmusicvideohttps'],False,120855,23448,taylorswift13,"So... the new album title is actually revealed somewhere in the video AND so is the title of the second single, but I haven’t seen people finding them yet...
 #MEmusicvideohttps://youtu.be/FuXNumBwDOM ",2019-04-26 23:16:57,/taylorswift13/status/1121916103373074432,Taylor Swift,0.0,1.0,0.0,0.0
[],False,158801,29235,taylorswift13,This is Benjamin Button. He’s a good boy. http://taylorswift.lnk.to/meTW/youtube pic.twitter.com/6aM19kYq5K,2019-04-26 22:27:33,/taylorswift13/status/1121903669706989569,Taylor Swift,0.0,0.756,0.244,0.4404
[],False,223926,39405,taylorswift13,And then there were three…pic.twitter.com/v8DyjdL1ec,2019-04-26 14:30:31,/taylorswift13/status/1121783620329459712,Taylor Swift,0.0,1.0,0.0,0.0
[],True,16621,3536,taylorswift13,Chicks stans never unstan.,2019-04-26 05:13:42,/taylorswift13/status/1121643492478840832,Taylor Swift,0.0,1.0,0.0,0.0
[],False,172238,52193,taylorswift13,ME! Out now! Made this song with @brendonurie and @iamjoellittle. Dave Meyers and I co-directed the video. And everyone knows you can’t spell awesome without DAVIDBRENDONJOEL. Oh wait... http://taylorswift.lnk.to/meTW pic.twitter.com/0FgYZqMeOP,2019-04-26 04:12:09,/taylorswift13/status/1121628001353908225,Taylor Swift,0.0,0.861,0.139,0.6892
[],False,121053,38235,taylorswift13,"WELL GUYS it's almost midnight and my new song “ME!” featuring @brendonurie of @panicatthedisco will be out. In other news, the VIDEO will be out too and I can’t wait to watch live with you (and answer some questions) as it premieres on @YouTube  https://taylorswift.lnk.to/meTw/youtubemusic …pic.twitter.com/lOy7biUgbA",2019-04-26 01:25:12,/taylorswift13/status/1121585987434500098,Taylor Swift,0.0,0.935,0.065,0.481
[],False,219949,45319,taylorswift13,pic.twitter.com/stM1H4tNzm,2019-04-25 22:47:08,/taylorswift13/status/1121546208336416768,Taylor Swift,0.0,1.0,0.0,0.0
[],False,158473,33839,taylorswift13,ME! by the one and only @valheria123 pic.twitter.com/66k86qu8kr,2019-04-25 21:36:43,/taylorswift13/status/1121528489176252416,Taylor Swift,0.0,1.0,0.0,0.0
[],False,134583,32756,taylorswift13,"So... @kelsmontagueart helped me pull off the best surprise clue reveal today in Nashville! Thank you to everyone who showed up, I’ve never been more proud of your FBI level detective skills. Next clue: I’ll be joining the magnificent @robinroberts for a chat tonight on ABC pic.twitter.com/TGmvbiWJWV",2019-04-25 18:44:24,/taylorswift13/status/1121485124636274688,Taylor Swift,0.048,0.727,0.225,0.8813
[],False,161165,28012,taylorswift13,4.26pic.twitter.com/bFOWK3O3G1,2019-04-24 14:07:05,/taylorswift13/status/1121052946257600513,Taylor Swift,0.0,1.0,0.0,0.0
['time100pic'],False,246381,52306,taylorswift13,It’s TIME. #time100pic.twitter.com/sC9zu13CVm,2019-04-23 22:15:00,/taylorswift13/status/1120813348717768705,Taylor Swift,0.0,1.0,0.0,0.0
[],False,146963,24830,taylorswift13,4.26pic.twitter.com/TiHQCGqUlE,2019-04-22 13:30:50,/taylorswift13/status/1120319047353217025,Taylor Swift,0.0,1.0,0.0,0.0
[],False,155813,26432,taylorswift13,4.26pic.twitter.com/7eYGsVjQg0,2019-04-21 14:56:02,/taylorswift13/status/1119978101419671552,Taylor Swift,0.0,1.0,0.0,0.0
[],False,157066,25077,taylorswift13,4.26pic.twitter.com/mQejq2QXbZ,2019-04-20 16:44:05,/taylorswift13/status/1119642906871177216,Taylor Swift,0.0,1.0,0.0,0.0
[],False,139661,23799,taylorswift13,4.26pic.twitter.com/yYSZFZZLvF,2019-04-19 16:10:36,/taylorswift13/status/1119272091516325894,Taylor Swift,0.0,1.0,0.0,0.0
[],False,150107,25356,taylorswift13,4.26pic.twitter.com/DNVKNGXDPG,2019-04-18 19:37:02,/taylorswift13/status/1118961657013833728,Taylor Swift,0.0,1.0,0.0,0.0
[],False,166026,34627,taylorswift13,Well this is AWESOME. Thank you @TIME  Thank you Pari Dukovic and thank you for your unbelievably kind words @ShawnMendes (I had no idea you were writing this and just found out when I saw this!!)pic.twitter.com/4MIBw20FxQ,2019-04-17 16:37:09,/taylorswift13/status/1118553998473269248,Taylor Swift,0.044,0.581,0.375,0.9478
[],False,163921,29734,taylorswift13,4.26pic.twitter.com/IJaSFQoeVC,2019-04-16 19:54:15,/taylorswift13/status/1118241210676711425,Taylor Swift,0.0,1.0,0.0,0.0
[],False,199240,42001,taylorswift13,4.26pic.twitter.com/L1DEOSo2LC,2019-04-16 02:05:57,/taylorswift13/status/1117972365021986821,Taylor Swift,0.0,1.0,0.0,0.0
[],False,193691,40426,taylorswift13,4.26pic.twitter.com/Q3el3sRDDf,2019-04-15 12:31:24,/taylorswift13/status/1117767375225597952,Taylor Swift,0.0,1.0,0.0,0.0
[],False,202374,41196,taylorswift13,4.26pic.twitter.com/IhwxXJyfvD,2019-04-14 18:32:18,/taylorswift13/status/1117495812936871936,Taylor Swift,0.0,1.0,0.0,0.0
[],False,249403,55391,taylorswift13,4.26pic.twitter.com/E5cecDmo5f,2019-04-13 15:44:17,/taylorswift13/status/1117091141596385280,Taylor Swift,0.0,1.0,0.0,0.0
[],True,52901,8406,taylorswift13,Grinning and blushing over here. Thank you so much for reading it!! ,2019-02-28 18:48:50,/taylorswift13/status/1101192519973429248,Taylor Swift,0.0,0.642,0.358,0.6792
[],False,251818,48178,taylorswift13,"Netflix marketing team: So for the poster, we were thinking-

Me: CAN YOU MAKE ME LOOK LIKE A ZOMBIE HUNTERpic.twitter.com/JxBCEdMCd4",2018-12-18 18:39:45,/taylorswift13/status/1075098307955998721,Taylor Swift,0.0,0.855,0.145,0.4995
[],False,78831,12834,taylorswift13,"Angels 
@RobbieWilliamshttp://taylor.lk/angels ",2018-06-24 23:47:41,/taylorswift13/status/1011033150259105793,Taylor Swift,0.0,1.0,0.0,0.0
[],False,57993,6662,taylorswift13,Amazing @JamesBayMusic! https://twitter.com/bbcr1/status/999242992602017792 …,2018-05-25 00:10:26,/taylorswift13/status/999804848991227904,Taylor Swift,0.0,0.423,0.577,0.6239
[],False,76532,9519,taylorswift13,Thanks @vmagazine  See you tonight Seattle!!https://twitter.com/vmagazine/status/998649482760806401 …,2018-05-22 20:21:11,/taylorswift13/status/999022383871807489,Taylor Swift,0.0,0.633,0.367,0.5399
[],False,63977,9393,taylorswift13,It's National Siblings Day! Check out Austin's movie https://twitter.com/coverversions_/status/976608174630305793 …,2018-04-11 00:01:54,/taylorswift13/status/983857638940307457,Taylor Swift,0.0,1.0,0.0,0.0
[],False,96683,30557,taylorswift13,I know that it’s delicate...http://taylor.lk/DelicateVideo ,2018-03-12 01:40:40,/taylorswift13/status/973010858526806016,Taylor Swift,0.0,1.0,0.0,0.0
[],False,85176,17358,taylorswift13,"Songs I’m loving right now 
http://Taylor.lk/SongsTaylorLoves …",2018-02-05 22:24:46,/taylorswift13/status/960640367942144000,Taylor Swift,0.0,0.606,0.394,0.5994
['EndGameMusicVideo'],False,81540,28138,taylorswift13,#EndGameMusicVideo out now. @edsheeran @1futurehttps://youtu.be/dfnCAmr569k ,2018-01-12 05:02:48,/taylorswift13/status/951680840706048000,Taylor Swift,0.0,1.0,0.0,0.0
['NewVoguepic'],False,81999,17114,taylorswift13,"Thank you @Edward_Enninful, Mert Alas and Marcus Piggott for your passion, spirit and contagious laughter on set. @BritishVogue #NewVoguepic.twitter.com/cQiufPKkDS",2017-12-04 17:44:16,/taylorswift13/status/937739344827371520,Taylor Swift,0.161,0.466,0.373,0.7096
[],False,44812,8723,taylorswift13,Absolutely stunning.https://m.youtube.com/watch?feature=youtu.be&v=44W9qstI8H8 …,2017-12-02 00:11:48,/taylorswift13/status/936749706629271555,Taylor Swift,0.0,1.0,0.0,0.0
[],False,98281,17982,taylorswift13,This week has been unforgettable. I love you guys. Thanks a million http://Taylor.lk/reputation-iT ,2017-11-16 20:24:15,/taylorswift13/status/931256622277648384,Taylor Swift,0.0,0.608,0.392,0.7964
"['Delicate', 'reputation', 'TaylorSwiftNowhttp']",False,48952,10284,taylorswift13,The Making of #Delicate  #reputation #TaylorSwiftNowhttp://taylor.lk/DelicateMOAS ,2017-11-15 04:02:11,/taylorswift13/status/930647090933493760,Taylor Swift,0.0,0.806,0.194,0.0516
"['reputaylurking', 'reputation']",False,35304,4612,taylorswift13,#reputaylurking #reputation  pic.twitter.com/CbTqn2F6Xs,2017-11-14 21:50:38,/taylorswift13/status/930553587423502336,Taylor Swift,0.0,1.0,0.0,0.0
"['reputaylurking', 'reputation']",False,33414,4288,taylorswift13,#reputaylurking #reputation  pic.twitter.com/JhZNUZ7MxK,2017-11-14 21:49:53,/taylorswift13/status/930553398906249216,Taylor Swift,0.0,1.0,0.0,0.0
"['reputaylurking', 'reputation']",False,28567,3801,taylorswift13,#reputaylurking #reputation  pic.twitter.com/f4135JnNhM,2017-11-14 21:48:40,/taylorswift13/status/930553093338615809,Taylor Swift,0.0,1.0,0.0,0.0
"['reputaylurking', 'reputation']",False,35083,4345,taylorswift13,#reputaylurking #reputation  pic.twitter.com/JtblVbBa5u,2017-11-14 21:45:48,/taylorswift13/status/930552369057878017,Taylor Swift,0.0,1.0,0.0,0.0
"['reputaylurking', 'reputation']",False,29400,3790,taylorswift13,#reputaylurking #reputation  pic.twitter.com/sAtTLVzfw3,2017-11-14 21:43:48,/taylorswift13/status/930551866232135681,Taylor Swift,0.0,1.0,0.0,0.0
"['reputaylurking', 'reputation']",False,33867,4168,taylorswift13,#reputaylurking #reputation  pic.twitter.com/pOEpn6Dk5p,2017-11-14 21:41:51,/taylorswift13/status/930551377830522880,Taylor Swift,0.0,1.0,0.0,0.0
"['reputaylurking', 'reputation']",False,29213,3792,taylorswift13,#reputaylurking #reputation pic.twitter.com/2OV2DvvIyN,2017-11-14 21:39:44,/taylorswift13/status/930550844117970947,Taylor Swift,0.0,1.0,0.0,0.0
[],False,82528,9475,taylorswift13,"THANK YOU SO MUCH!! AHHHH!!! PS, I ADORED your CMA performance https://twitter.com/keithurban/status/929463519594065925 …",2017-11-12 01:05:33,/taylorswift13/status/929515475612196864,Taylor Swift,0.0,0.581,0.419,0.8374
[],False,32789,5705,taylorswift13,My cousins in St. Louis sent this to me. I LOVE YOU @LauraKHettigerhttps://www.facebook.com/LauraHettigerKMOV/videos/1578303422229566/ …,2017-11-11 20:42:51,/taylorswift13/status/929449365630017536,Taylor Swift,0.0,0.725,0.275,0.7125
"['reputaylurking', 'reputation']",False,33794,4863,taylorswift13,#reputaylurking #reputation pic.twitter.com/WPWiwPodY1,2017-11-11 20:19:24,/taylorswift13/status/929443465062158336,Taylor Swift,0.0,1.0,0.0,0.0
"['reputaylurking', 'reputation']",False,29441,4350,taylorswift13,#reputaylurking #reputation pic.twitter.com/hEGz0GQFqc,2017-11-11 20:17:02,/taylorswift13/status/929442865687748608,Taylor Swift,0.0,1.0,0.0,0.0
"['reputaylurking', 'reputation']",False,27640,4036,taylorswift13,#reputaylurking #reputation pic.twitter.com/PRkjzCmoAc,2017-11-11 20:14:56,/taylorswift13/status/929442339491336193,Taylor Swift,0.0,1.0,0.0,0.0
"['reputaylurking', 'reputation']",False,30011,4355,taylorswift13,#reputaylurking #reputation pic.twitter.com/NPcA5WsgVL,2017-11-11 20:13:42,/taylorswift13/status/929442028005490688,Taylor Swift,0.0,1.0,0.0,0.0
"['reputaylurking', 'reputation']",False,29075,4160,taylorswift13,#reputaylurking #reputation pic.twitter.com/hxD5n2KrxW,2017-11-11 20:11:53,/taylorswift13/status/929441570276954113,Taylor Swift,0.0,1.0,0.0,0.0
"['reputaylurking', 'reputation']",False,29885,4488,taylorswift13,#reputaylurking #reputation pic.twitter.com/9n2rvbzXph,2017-11-11 19:39:29,/taylorswift13/status/929433416520683520,Taylor Swift,0.0,1.0,0.0,0.0
"['reputaylurking', 'reputation']",False,28994,4341,taylorswift13,#reputaylurking #reputation pic.twitter.com/K3tUWVvmpd,2017-11-11 19:37:36,/taylorswift13/status/929432942434242561,Taylor Swift,0.0,1.0,0.0,0.0
"['reputaylurking', 'reputation']",False,30148,4452,taylorswift13,#reputaylurking #reputation pic.twitter.com/18sg97Oshp,2017-11-11 19:34:24,/taylorswift13/status/929432139933810688,Taylor Swift,0.0,1.0,0.0,0.0
"['reputaylurking', 'reputation']",False,28043,4196,taylorswift13,#reputaylurking #reputation pic.twitter.com/3p2sIX7WGU,2017-11-11 19:31:31,/taylorswift13/status/929431413253951489,Taylor Swift,0.0,1.0,0.0,0.0
"['reputaylurking', 'reputation']",False,27233,4118,taylorswift13,#reputaylurking #reputation pic.twitter.com/z5HoBkxUQy,2017-11-11 19:30:02,/taylorswift13/status/929431039344246784,Taylor Swift,0.0,1.0,0.0,0.0
"['reputaylurking', 'reputation']",False,38316,5676,taylorswift13,#reputaylurking #reputation pic.twitter.com/O8sznXy3vX,2017-11-11 19:07:25,/taylorswift13/status/929425348680470529,Taylor Swift,0.0,1.0,0.0,0.0
"['reputaylurking', 'reputation']",False,31794,4941,taylorswift13,#reputaylurking #reputation pic.twitter.com/sygCHKoJvu,2017-11-11 19:03:27,/taylorswift13/status/929424351119671296,Taylor Swift,0.0,1.0,0.0,0.0
"['reputaylurking', 'reputation']",False,28901,4574,taylorswift13,#reputaylurking #reputation pic.twitter.com/tDWpcN4MGx,2017-11-11 19:01:27,/taylorswift13/status/929423847509692416,Taylor Swift,0.0,1.0,0.0,0.0
"['reputaylurking', 'reputation']",False,39062,5932,taylorswift13,#reputaylurking #reputation pic.twitter.com/eS6JDjsWuF,2017-11-11 18:57:21,/taylorswift13/status/929422816079941632,Taylor Swift,0.0,1.0,0.0,0.0
"['reputaylurking', 'reputation']",False,38609,6154,taylorswift13,#reputaylurking #reputation pic.twitter.com/rOXGOsBDae,2017-11-11 18:55:36,/taylorswift13/status/929422372884578304,Taylor Swift,0.0,1.0,0.0,0.0
['reputation'],False,115008,41664,taylorswift13,#reputation is out now. Let the games begin. http://taylor.lk/reputation-iT pic.twitter.com/GzA6cTEwjf,2017-11-10 04:23:55,/taylorswift13/status/928840621556674560,Taylor Swift,0.0,1.0,0.0,0.0
['reputation'],False,99486,28520,taylorswift13,"Waiting for #reputation like...

http://taylor.lk/reputation-iT pic.twitter.com/LCCRtKnQXz",2017-11-09 19:34:44,/taylorswift13/status/928707446759190530,Taylor Swift,0.0,0.667,0.333,0.3612
"['reputation', 'TGIThttps']",False,43083,10191,taylorswift13,ABC tonight during Scandal #reputation #TGIThttps://youtu.be/UFWiQam5n-c ,2017-11-09 18:20:50,/taylorswift13/status/928688847701135361,Taylor Swift,0.367,0.633,0.0,-0.4404
['reputation'],False,55034,13802,taylorswift13,"Two days until #reputation. 
http://taylor.lk/reputation-iT pic.twitter.com/z4bk0thC5c",2017-11-09 00:58:03,/taylorswift13/status/928426425522294784,Taylor Swift,0.0,1.0,0.0,0.0
[],False,77338,19205,taylorswift13,Forgot to show the back of the Target magazines  on Friday you can get your hands on this quality reading material. http://taylor.lk/target pic.twitter.com/w8q9R752vR,2017-11-08 15:04:07,/taylorswift13/status/928276956315045894,Taylor Swift,0.0,1.0,0.0,0.0
[],False,49638,12238,taylorswift13,Inside the reputation Secret Sessions -http://taylor.lk/repSS ,2017-11-07 13:43:34,/taylorswift13/status/927894296983932928,Taylor Swift,0.0,1.0,0.0,0.0
['CallItWhatYouWant'],False,56987,15304,taylorswift13,The #CallItWhatYouWant lyric video is out now! Watch it here:http://taylor.lk/CIWYWlyric ,2017-11-03 12:00:17,/taylorswift13/status/926418754069843968,Taylor Swift,0.0,1.0,0.0,0.0
[],False,161264,45561,taylorswift13,Call It What You Want. Midnight Eastern.pic.twitter.com/nTmlQUzmFN,2017-11-02 12:29:43,/taylorswift13/status/926063770853625856,Taylor Swift,0.0,0.822,0.178,0.0772
['ReadyForItMusicVideohttp'],False,102066,34758,taylorswift13,#ReadyForItMusicVideohttp://taylor.lk/RFIvideo ,2017-10-27 04:03:37,/taylorswift13/status/923762079382884353,Taylor Swift,0.0,1.0,0.0,0.0
[],False,301242,58855,taylorswift13,There are no words to express the helplessness and sorrow my broken heart feels for the victims in Vegas and their families.,2017-10-02 14:44:06,/taylorswift13/status/914863569031827456,Taylor Swift,0.453,0.547,0.0,-0.9201
[],False,70323,19165,taylorswift13,https://open.spotify.com/user/spotify/playlist/37i9dQZF1DWYNQGLNOo9E7?si=zhuVwBvr …,2017-09-29 14:36:21,/taylorswift13/status/913774451862450182,Taylor Swift,0.0,1.0,0.0,0.0
[],False,55497,11722,taylorswift13, https://youtu.be/iDLdPHLZRkw ,2017-09-22 20:46:24,/taylorswift13/status/911330863769628672,Taylor Swift,0.0,1.0,0.0,0.0
['LWYMMDvideo'],False,139569,48647,taylorswift13,The #LWYMMDvideo is out now -http://taylor.lk/LWYMMDvideo ,2017-08-28 02:42:53,/taylorswift13/status/901998494214434818,Taylor Swift,0.0,1.0,0.0,0.0
[],False,372609,153841,taylorswift13,pic.twitter.com/xMBBukfZPs,2017-08-23 16:49:01,/taylorswift13/status/900399489126629377,Taylor Swift,0.0,1.0,0.0,0.0
[],True,0,134,taylorswift13,“@LilyAldridge: Airplane tunes  http://instagram.com/p/sQHMivv309/ ” EXACTLY. Have you heard @Hozier 'Work Song'? It's the perfect song.,2014-08-28 19:29:51,/taylorswift13/status/505074802819100672,Taylor Swift,0.0,0.802,0.198,0.5719
[],False,857,1776,taylorswift13,"Miami was awesome! Thanks to all the fans who traveled from all over, and to @official_flo for singing 'right round' with me! Insane night!",2011-11-14 10:39:39,/taylorswift13/status/136030524673241088,Taylor Swift,0.086,0.665,0.249,0.7332
[],False,797,1468,taylorswift13,The Jacksonville crowd last night was so crazy loud! Getting ready to go to sound check in Tampa.,2011-11-12 21:13:59,/taylorswift13/status/135465383950954496,Taylor Swift,0.156,0.73,0.114,-0.2283
[],False,293,508,taylorswift13,@matracaberg your tweet made my day! You're so awesome.,2011-11-12 21:12:19,/taylorswift13/status/135464965044830208,Taylor Swift,0.0,0.591,0.409,0.7603
[],False,1191,2525,taylorswift13,WHAT IS HAPPENING!! http://instagr.am/p/Tm6qC/ ,2011-11-11 04:40:47,/taylorswift13/status/134853050488721408,Taylor Swift,0.0,1.0,0.0,0.0
[],False,1940,3443,taylorswift13,My thank you's. And my cat. Good night! http://instagr.am/p/Tfhy4/ ,2011-11-10 07:58:43,/taylorswift13/status/134540473950932993,Taylor Swift,0.0,0.552,0.448,0.69
[],False,1212,2061,taylorswift13,I found fake Xmas trees backstage at the CMAs.  http://instagr.am/p/TfW0_/ ,2011-11-10 07:16:38,/taylorswift13/status/134529885396926464,Taylor Swift,0.256,0.744,0.0,-0.4767
[],False,7453,6856,taylorswift13,"Headed home feeling so grateful and happy and just... Thank you. To the fans who have made this year so wonderful, I just adore you.",2011-11-10 07:13:35,/taylorswift13/status/134529116690059264,Taylor Swift,0.0,0.485,0.515,0.9646
[],False,5184,7032,taylorswift13,Ahhhjhhhhhffhkytf!!!!! YES!!!! Thank you!!! Flipping out backstage!!!!!,2011-11-10 04:15:11,/taylorswift13/status/134484221862477826,Taylor Swift,0.0,0.413,0.587,0.7964
[],False,750,1273,taylorswift13,Dress train... http://instagr.am/p/Tc0R3/ ,2011-11-10 00:25:45,/taylorswift13/status/134426483304316928,Taylor Swift,0.0,1.0,0.0,0.0
[],False,853,3057,taylorswift13,CMA dayyyyy!,2011-11-09 22:06:46,/taylorswift13/status/134391504058847232,Taylor Swift,0.0,1.0,0.0,0.0
[],False,1047,2232,taylorswift13,You guys are wonderful. http://instagr.am/p/TUW7Z/ ,2011-11-08 22:57:42,/taylorswift13/status/134041934560899072,Taylor Swift,0.0,0.519,0.481,0.5719
[],False,1205,2147,taylorswift13,13. http://instagr.am/p/TTcyk/ ,2011-11-08 20:42:28,/taylorswift13/status/134007901881778177,Taylor Swift,0.0,1.0,0.0,0.0
[],False,544,501,taylorswift13,@Miranda_lambert your tweet made me smile so big! I'm so stoked that you like that lyric!! I was full on giggling watching your new video :),2010-08-29 22:37:12,/taylorswift13/status/22473061388,Taylor Swift,0.0,0.659,0.341,0.8854
[],True,404,425,taylorswift13,@brian_mansfield thank you for saying that about the careless man's careful daughter line. Made my afternoon :),2010-08-22 21:16:05,/taylorswift13/status/21858954612,Taylor Swift,0.111,0.575,0.314,0.5574
[],True,454,457,taylorswift13,@PerezHilton I love you too!! I hope your Friday night is pretty. Check out what Nashville looks like right now! http://twitpic.com/2gmg19,2010-08-21 00:44:04,/taylorswift13/status/21707774186,Taylor Swift,0.0,0.554,0.446,0.9284
[],False,355,314,taylorswift13,@amosjheller is SLAYING a bass part in the studio right now. http://twitpic.com/21am7t,2010-06-30 18:34:45,/taylorswift13/status/17433631994,Taylor Swift,0.0,1.0,0.0,0.0
[],False,333,366,taylorswift13,"@itsnicoleA, your tweet made me smile :-D thank you!! That was really sweet!",2010-06-11 21:35:36,/taylorswift13/status/15957030980,Taylor Swift,0.0,0.405,0.595,0.9217
[],False,1400,729,taylorswift13,"@caitlinbird is texting me about how she tried to take a bath while eating a bag of sunflower seeds, resulting in a sunflower seed bath.haaa",2010-04-18 07:24:28,/taylorswift13/status/12386162054,Taylor Swift,0.0,1.0,0.0,0.0
[],False,392,189,taylorswift13,@caitlinbird has just pointed out the coincidence involved in getting stuck in our own concert traffic.,2010-02-10 13:23:13,/taylorswift13/status/8900969548,Taylor Swift,0.118,0.882,0.0,-0.25
[],True,247,142,taylorswift13,"@XChadballX Get well soon, @GrantMickelson and I love and miss you!!",2010-01-28 20:53:18,/taylorswift13/status/8337868068,Taylor Swift,0.097,0.485,0.418,0.7418
[],True,245,122,taylorswift13,@GrantMickelson THAT is BEAUTIFUL.,2010-01-18 02:05:25,/taylorswift13/status/7886565928,Taylor Swift,0.0,0.393,0.607,0.6841
[],True,188,78,taylorswift13,"@ChrisWillman hahaha!! 'i know you are, but what am I?' Way to bring that back!",2010-01-17 09:46:44,/taylorswift13/status/7859641381,Taylor Swift,0.0,0.815,0.185,0.4898
[],False,373,126,taylorswift13,@juliannehough thought she could put out a dance aerobics DVD without me making her do the whole thing with me when we hang out. Psshh..,2009-12-30 08:21:11,/taylorswift13/status/7190300292,Taylor Swift,0.0,1.0,0.0,0.0
[],False,233,104,taylorswift13,"@perezhilton You're so sweet, thank you for starting my birthday festivities a day early!! (hugging you) Hope you're well!",2009-12-12 23:09:14,/taylorswift13/status/6612109917,Taylor Swift,0.0,0.414,0.586,0.9547
[],True,170,54,taylorswift13,@brian_mansfield good one! Just downloaded. I like 'i know about you' from that new record. Any lyrical cheating accusations = thumbs up!!,2009-12-10 18:01:34,/taylorswift13/status/6538664073,Taylor Swift,0.225,0.597,0.179,-0.3348
[],True,199,79,taylorswift13,"@brian_mansfield your playlist is AMAZING! Already obsessed with civil wars, John, 5 for fighting, and butch. Great suggestions.",2009-12-08 15:39:15,/taylorswift13/status/6466467894,Taylor Swift,0.262,0.437,0.3,0.481
[],True,131,45,taylorswift13,"@CarterJenkins I'm playing tonight, see you there?",2009-12-06 01:11:22,/taylorswift13/status/6385798793,Taylor Swift,0.0,0.769,0.231,0.2023
[],True,158,62,taylorswift13,@briannerbananer I love you! Happy thanksgiving!!!,2009-11-26 17:08:07,/taylorswift13/status/6086623090,Taylor Swift,0.0,0.306,0.694,0.877
[],True,173,56,taylorswift13,@PerezHilton Thanks!! I can't believe it! :) :) :),2009-11-23 13:39:47,/taylorswift13/status/5976403310,Taylor Swift,0.144,0.29,0.567,0.8072
['8'],False,1278,700,taylorswift13,"@johncmayer ""Half of my heart"" is #8 on itunes!!! PARTY!!!",2009-11-19 00:34:44,/taylorswift13/status/5842776163,Taylor Swift,0.0,0.662,0.338,0.6809
[],True,173,61,taylorswift13,@PerezHilton I just woke up and read your tweet. Made my morning!!,2009-11-15 19:05:20,/taylorswift13/status/5742844976,Taylor Swift,0.0,1.0,0.0,0.0
[],False,1839,1594,taylorswift13,@justinbieber Guess who KILLED IT on @theellenshow...... (you),2009-11-04 06:14:01,/taylorswift13/status/5414021461,Taylor Swift,0.428,0.572,0.0,-0.7378
[],True,217,54,taylorswift13,"@brian_mansfield thank you!! Yay!! The show last night was awesome. Onstage, hayleys like a mixture of hardcore and adorable. Hardcorable.",2009-11-02 17:05:25,/taylorswift13/status/5367536507,Taylor Swift,0.0,0.471,0.529,0.9507
[],True,351,157,taylorswift13,@yelyahwilliams you're the jennifer's body version of yourself!! SALTY.,2009-11-01 06:09:42,/taylorswift13/status/5332402093,Taylor Swift,0.0,1.0,0.0,0.0
[],True,168,39,taylorswift13,"@PerezHilton I'm at a shoot and just played that video for everybody, she is so precious! I love little kids' voices!!",2009-10-29 19:44:18,/taylorswift13/status/5267312723,Taylor Swift,0.075,0.533,0.391,0.9018
[],False,344,120,taylorswift13,"@juliannehough you are FUN! I love how we walked in wearing white, and walked out with each other's initials painted on our clothes. hahaha",2009-10-25 08:50:49,/taylorswift13/status/5143540097,Taylor Swift,0.0,0.634,0.366,0.9205
[],False,3621,3621,taylorswift13,"@Katyperry knows how to throw a birthday party! I would even go as far as to say it was party-licious. Best EVER. Happy bday, pretty girl!!",2009-10-25 07:36:28,/taylorswift13/status/5142766424,Taylor Swift,0.0,0.6,0.4,0.9401
[],False,264,47,taylorswift13,@perezhilton see you in a few! Can't wait to see your white outfit! I look kind of like the tooth fairy in mine. Party!!,2009-10-25 02:34:43,/taylorswift13/status/5137916986,Taylor Swift,0.0,0.784,0.216,0.7248
[],True,339,284,taylorswift13,@JNCx I love you and I'm thinking of you. Hope you're ok <3,2009-10-25 01:31:27,/taylorswift13/status/5136605264,Taylor Swift,0.0,0.425,0.575,0.9042
[],False,258,94,taylorswift13,@therealpickler it's a sandwich with just fluff (marshmallow spread) and peanut butter. Like a sugar sandwich.,2009-10-25 00:21:04,/taylorswift13/status/5135165147,Taylor Swift,0.0,0.857,0.143,0.3612
[],True,180,41,taylorswift13,@PerezHilton Thank you! That's such a sweet compliment :) You make me smile. Have a good night!,2009-10-15 06:32:44,/taylorswift13/status/4883138353,Taylor Swift,0.0,0.385,0.615,0.9484
[],False,830,559,taylorswift13,"@selenagomez I'm doing the exact same thing, except with the Love Actually soundtrack. Instrumental music all the way. I love you!",2009-10-15 05:27:17,/taylorswift13/status/4882266358,Taylor Swift,0.0,0.686,0.314,0.8655
[],False,238,118,taylorswift13,"@glorianatheband Hey Rach, where's the footage of me unknowingly pulling your hair in front of 15,000 people? Sorry about that, by the way.",2009-10-13 06:22:43,/taylorswift13/status/4829250282,Taylor Swift,0.056,0.944,0.0,-0.0772
